LOCALITY_PID_NOV2019,LOCALITY_NAME_NOV2019,LGA_CODE_2019,LGA_NAME_2019,RATIO_FROM_TO,INDIV_TO_REGION_QLTY_INDICATOR,OVERALL_QUALITY_INDICATOR,BMOS_NULL_FLAG
SA201,CALOOTE,44210,Mid Murray (DC),0.8905109,Good,Good,0
SA201,CALOOTE,45040,Murray Bridge (RC),0.1094891,Good,Good,0
SA202,CALTOWIE,45120,Northern Areas (DC),1,Good,Good,0
SA203,CALTOWIE NORTH,45120,Northern Areas (DC),1,Good,Good,0
SA204,CALTOWIE WEST,45120,Northern Areas (DC),1,Good,Good,0
SA205,CAMBRAI,44210,Mid Murray (DC),1,Good,Good,0
SA206,CAMDEN PARK,48410,West Torrens (C),1,Good,Good,0
SA207,CAMPBELLTOWN,40910,Campbelltown (C) (SA),1,Good,Good,0
SA208,CAMPOONA,41190,Cleve (DC),1,Good,Good,0
SA209,CANNAWIGARA,47630,Tatiara (DC),1,Good,Good,0
SA21,ANDAMOOKA,49399,Unincorporated SA,1,Good,Good,0
SA210,CANOWIE,42110,Goyder (DC),1,Good,Good,0
SA210006014,ST CLAIR,41060,Charles Sturt (C),1,Good,Good,0
SA210006015,MOORILLAH,49399,Unincorporated SA,1,Good,Good,0
SA210006016,BOSWORTH,49399,Unincorporated SA,1,Good,Good,0
SA210006017,MOUNT EBA,49399,Unincorporated SA,1,Good,Good,0
SA210006018,MOUNT VIVIAN,49399,Unincorporated SA,1,Good,Good,0
SA210006019,CHUNDARIA,49399,Unincorporated SA,1,Good,Good,0
SA210006020,EDIACARA,49399,Unincorporated SA,1,Good,Good,0
SA210006021,MITCHIDY MOOLA,49399,Unincorporated SA,1,Good,Good,0
SA210006022,LAKE TORRENS STATION,49399,Unincorporated SA,1,Good,Good,0
SA210006023,WILGENA,49399,Unincorporated SA,1,Good,Good,0
SA210006024,WIRRAMINNA,49399,Unincorporated SA,1,Good,Good,0
SA210006025,MILLERS CREEK,49399,Unincorporated SA,1,Good,Good,0
SA210006026,PURPLE DOWNS,49399,Unincorporated SA,1,Good,Good,0
SA210006027,STUARTS CREEK,49399,Unincorporated SA,1,Good,Good,0
SA210006028,MOUNT ARDEN,49399,Unincorporated SA,1,Good,Good,0
SA210006029,OAKDEN HILLS,49399,Unincorporated SA,1,Good,Good,0
SA210006030,HILTABA,49399,Unincorporated SA,1,Good,Good,0
SA210006031,INGOMAR,49399,Unincorporated SA,1,Good,Good,0
SA210006032,MCDOUALL PEAK,49399,Unincorporated SA,1,Good,Good,0
SA210006033,ROXBY DOWNS STATION,49399,Unincorporated SA,1,Good,Good,0
SA210006034,COOYERDOO,49399,Unincorporated SA,1,Good,Good,0
SA210006035,IRON BARON,49399,Unincorporated SA,1,Good,Good,0
SA210006036,SECRET ROCKS,49399,Unincorporated SA,1,Good,Good,0
SA210006037,YUDNAPINNA,49399,Unincorporated SA,1,Good,Good,0
SA210006038,GAWLER RANGES,49399,Unincorporated SA,1,Good,Good,0
SA210006039,WILKATANA STATION,49399,Unincorporated SA,1,Good,Good,0
SA210006040,FLINDERS RANGES,49399,Unincorporated SA,1,Good,Good,0
SA210006041,SOUTH GAP,49399,Unincorporated SA,1,Good,Good,0
SA210006042,ISLAND LAGOON,49399,Unincorporated SA,1,Good,Good,0
SA210006043,YELTANA,49399,Unincorporated SA,1,Good,Good,0
SA210006044,WARTAKA,49399,Unincorporated SA,1,Good,Good,0
SA210006045,MOUNT FALKLAND,49399,Unincorporated SA,1,Good,Good,0
SA210006046,LAKE TORRENS,49399,Unincorporated SA,1,Good,Good,0
SA210006048,PINJARRA STATION,49399,Unincorporated SA,1,Good,Good,0
SA210006049,KATUNGA STATION,49399,Unincorporated SA,1,Good,Good,0
SA210006050,MIDDLEBACK RANGE,48540,Whyalla (C),1,Good,Good,0
SA210006051,LAKE HARRIS,49399,Unincorporated SA,1,Good,Good,0
SA210006052,ALPANA,49399,Unincorporated SA,1,Good,Good,0
SA210006053,YARDEA,49399,Unincorporated SA,1,Good,Good,0
SA210006054,BULGUNNIA,49399,Unincorporated SA,1,Good,Good,0
SA210006055,COONDAMBO,49399,Unincorporated SA,1,Good,Good,0
SA210006056,CORUNNA STATION,49399,Unincorporated SA,1,Good,Good,0
SA210006057,MYOLA STATION,49399,Unincorporated SA,1,Good,Good,0
SA210006058,AYERS RANGE SOUTH,49399,Unincorporated SA,1,Good,Good,0
SA210006059,LAMBINA,49399,Unincorporated SA,1,Good,Good,0
SA210006060,DE ROSE HILL,49399,Unincorporated SA,1,Good,Good,0
SA210006061,TIEYON,49399,Unincorporated SA,1,Good,Good,0
SA210006062,LOCKES CLAYPAN,49399,Unincorporated SA,1,Good,Good,0
SA210006063,MOOLOOLOO,49399,Unincorporated SA,1,Good,Good,0
SA210006064,MOTPENA,49399,Unincorporated SA,1,Good,Good,0
SA210006065,WALLERBERDINA,49399,Unincorporated SA,1,Good,Good,0
SA210006066,NILPENA,49399,Unincorporated SA,1,Good,Good,0
SA210006067,ORATUNGA STATION,49399,Unincorporated SA,1,Good,Good,0
SA210006068,SIAM,49399,Unincorporated SA,1,Good,Good,0
SA210006069,GILLES DOWNS,49399,Unincorporated SA,1,Good,Good,0
SA210006070,LAKE GILLES,43220,Kimba (DC),0.5,Good,Good,0
SA210006070,LAKE GILLES,49399,Unincorporated SA,0.5,Good,Good,0
SA210006071,BON BON,49399,Unincorporated SA,1,Good,Good,0
SA210006072,KOLENDO,49399,Unincorporated SA,1,Good,Good,0
SA210006073,LAKE GAIRDNER,49399,Unincorporated SA,1,Good,Good,0
SA210006074,LAKE MACFARLANE,49399,Unincorporated SA,1,Good,Good,0
SA210006075,MOONAREE,49399,Unincorporated SA,1,Good,Good,0
SA210006076,MOUNT IVE,49399,Unincorporated SA,1,Good,Good,0
SA210006077,NONNING,49399,Unincorporated SA,1,Good,Good,0
SA210006078,NARLABY,49399,Unincorporated SA,1,Good,Good,0
SA210006079,NANBONA,49399,Unincorporated SA,1,Good,Good,0
SA210006080,NULLARBOR,49399,Unincorporated SA,1,Good,Good,0
SA210006081,YELLABINNA,49399,Unincorporated SA,1,Good,Good,0
SA210006082,MAHANEWO,49399,Unincorporated SA,1,Good,Good,0
SA210006083,THURLGA,49399,Unincorporated SA,1,Good,Good,0
SA210006085,ARCOONA,49399,Unincorporated SA,1,Good,Good,0
SA210006086,BUNGEROO,43220,Kimba (DC),1,Good,Good,0
SA210006087,MARREE STATION,49399,Unincorporated SA,1,Good,Good,0
SA210006088,MUNDOWDNA,49399,Unincorporated SA,1,Good,Good,0
SA210006089,PANDURRA,49399,Unincorporated SA,1,Good,Good,0
SA210006090,NORTH MOOLOOLOO,49399,Unincorporated SA,1,Good,Good,0
SA210006091,GUM CREEK STATION,49399,Unincorporated SA,1,Good,Good,0
SA210006092,PARAKYLIA,49399,Unincorporated SA,1,Good,Good,0
SA210006093,CALLANNA,49399,Unincorporated SA,1,Good,Good,0
SA210006094,KOKATHA,49399,Unincorporated SA,1,Good,Good,0
SA210006095,KONDOOLKA,49399,Unincorporated SA,1,Good,Good,0
SA210006096,LAKE EVERARD,49399,Unincorporated SA,1,Good,Good,0
SA210006097,ANDAMOOKA STATION,49399,Unincorporated SA,1,Good,Good,0
SA210006098,PUTTAPA,49399,Unincorporated SA,1,Good,Good,0
SA210006099,BURR WELL,49399,Unincorporated SA,1,Good,Good,0
SA210006100,KOOTABERRA,49399,Unincorporated SA,1,Good,Good,0
SA210006101,CLAYTON STATION,49399,Unincorporated SA,1,Good,Good,0
SA210006102,FARINA STATION,49399,Unincorporated SA,1,Good,Good,0
SA210006103,LEIGH CREEK STATION,49399,Unincorporated SA,1,Good,Good,0
SA210006104,YADLAMALKA,49399,Unincorporated SA,1,Good,Good,0
SA210006105,CARRIEWERLOO,49399,Unincorporated SA,1,Good,Good,0
SA210006106,PERNATTY,49399,Unincorporated SA,1,Good,Good,0
SA210006107,MYRTLE SPRINGS,49399,Unincorporated SA,1,Good,Good,0
SA210006108,YALYMBOO,49399,Unincorporated SA,1,Good,Good,0
SA210006109,WINTABATINYANA,49399,Unincorporated SA,1,Good,Good,0
SA210006110,BILLA KALINA,49399,Unincorporated SA,1,Good,Good,0
SA210006111,EMEROO,49399,Unincorporated SA,1,Good,Good,0
SA210006112,YUMBARRA,49399,Unincorporated SA,1,Good,Good,0
SA210006113,ILLEROO,49399,Unincorporated SA,1,Good,Good,0
SA210006114,WITCHELINA,49399,Unincorporated SA,1,Good,Good,0
SA210006115,LINCOLN GAP,49399,Unincorporated SA,1,Good,Good,0
SA210006116,UNO,49399,Unincorporated SA,1,Good,Good,0
SA210006117,COMMONWEALTH HILL,49399,Unincorporated SA,1,Good,Good,0
SA210006118,MULGATHING,49399,Unincorporated SA,1,Good,Good,0
SA210006119,PLUMBAGO,49399,Unincorporated SA,1,Good,Good,0
SA210006120,WORUMBA,49399,Unincorporated SA,1,Good,Good,0
SA210006121,BIMBOWRIE,49399,Unincorporated SA,1,Good,Good,0
SA210006122,GAMMON RANGES,49399,Unincorporated SA,1,Good,Good,0
SA210006123,PARCOOLA,49399,Unincorporated SA,1,Good,Good,0
SA210006124,PINE VALLEY STATION,49399,Unincorporated SA,1,Good,Good,0
SA210006125,TAYLORVILLE STATION,49399,Unincorporated SA,1,Good,Good,0
SA210006126,WITCHITIE,49399,Unincorporated SA,1,Good,Good,0
SA210006127,CALPERUM STATION,49399,Unincorporated SA,1,Good,Good,0
SA210006128,BOOLCOOMATTA,49399,Unincorporated SA,1,Good,Good,0
SA210006129,ARKAROOLA,49399,Unincorporated SA,1,Good,Good,0
SA210006130,MOOLAWATANA,49399,Unincorporated SA,1,Good,Good,0
SA210006131,KALAMURINA,49399,Unincorporated SA,1,Good,Good,0
SA210006132,BIBLIANDO,49399,Unincorporated SA,1,Good,Good,0
SA210006133,BOLLARDS LAGOON,49399,Unincorporated SA,1,Good,Good,0
SA210006134,ALTON DOWNS STATION,49399,Unincorporated SA,1,Good,Good,0
SA210006135,DULKANINNA,49399,Unincorporated SA,1,Good,Good,0
SA210006136,LAKE EYRE,49399,Unincorporated SA,1,Good,Good,0
SA210006137,ERINGA,49399,Unincorporated SA,1,Good,Good,0
SA210006138,ANNA CREEK,49399,Unincorporated SA,1,Good,Good,0
SA210006139,ARCKARINGA,49399,Unincorporated SA,1,Good,Good,0
SA210006140,MOUNT BARRY,49399,Unincorporated SA,1,Good,Good,0
SA210006141,WILLIAM CREEK,49399,Unincorporated SA,1,Good,Good,0
SA210006142,HOLOWILIENA SOUTH,49399,Unincorporated SA,1,Good,Good,0
SA210006143,MERTY MERTY,49399,Unincorporated SA,1,Good,Good,0
SA210006144,MULOORINA,49399,Unincorporated SA,1,Good,Good,0
SA210006145,MUNGERANIE,49399,Unincorporated SA,1,Good,Good,0
SA210006146,PANDIE PANDIE,49399,Unincorporated SA,1,Good,Good,0
SA210006147,TODMORDEN,49399,Unincorporated SA,1,Good,Good,0
SA210006148,MINBURRA PLAIN,49399,Unincorporated SA,1,Good,Good,0
SA210006149,COWARIE,49399,Unincorporated SA,1,Good,Good,0
SA210006150,MULYUNGARIE,49399,Unincorporated SA,1,Good,Good,0
SA210006151,WILCOWIE,49399,Unincorporated SA,1,Good,Good,0
SA210006152,MINBURRA STATION,49399,Unincorporated SA,1,Good,Good,0
SA210006153,FLORINA STATION,49399,Unincorporated SA,1,Good,Good,0
SA210006154,GRAMPUS,49399,Unincorporated SA,1,Good,Good,0
SA210006155,ETADUNNA,49399,Unincorporated SA,1,Good,Good,0
SA210006156,MACUMBA,49399,Unincorporated SA,1,Good,Good,0
SA210006157,SIMPSON DESERT,49399,Unincorporated SA,1,Good,Good,0
SA210006158,NORTH HILLS,49399,Unincorporated SA,1,Good,Good,0
SA210006159,WILLIPPA,49399,Unincorporated SA,1,Good,Good,0
SA210006160,KALABITY,49399,Unincorporated SA,1,Good,Good,0
SA210006161,MARTINS WELL,49399,Unincorporated SA,1,Good,Good,0
SA210006162,MELTON STATION,49399,Unincorporated SA,1,Good,Good,0
SA210006163,MOUNT SERLE,49399,Unincorporated SA,1,Good,Good,0
SA210006164,MULGA VIEW,49399,Unincorporated SA,1,Good,Good,0
SA210006165,MOUNT HAVELOCK,49399,Unincorporated SA,1,Good,Good,0
SA210006166,WITJIRA,49399,Unincorporated SA,1,Good,Good,0
SA210006167,WARRAWEENA,49399,Unincorporated SA,1,Good,Good,0
SA210006168,UMBERATANA,49399,Unincorporated SA,1,Good,Good,0
SA210006169,MUTOOROO,49399,Unincorporated SA,1,Good,Good,0
SA210006170,WAROONEE,49399,Unincorporated SA,1,Good,Good,0
SA210006171,ANGEPENA,49399,Unincorporated SA,1,Good,Good,0
SA210006172,MANNERS WELL,49399,Unincorporated SA,1,Good,Good,0
SA210006173,MANUNDA STATION,49399,Unincorporated SA,1,Good,Good,0
SA210006174,OULNINA PARK,49399,Unincorporated SA,1,Good,Good,0
SA210006175,CLIFTON HILLS STATION,49399,Unincorporated SA,1,Good,Good,0
SA210006176,MULKA,49399,Unincorporated SA,1,Good,Good,0
SA210006177,CROWN POINT,49399,Unincorporated SA,1,Good,Good,0
SA210006178,MOUNT SARAH,49399,Unincorporated SA,1,Good,Good,0
SA210006179,BULLOO CREEK,49399,Unincorporated SA,1,Good,Good,0
SA210006180,PINDA SPRINGS,49399,Unincorporated SA,1,Good,Good,0
SA210006181,WIRREALPA,49399,Unincorporated SA,1,Good,Good,0
SA210006182,CORDILLO DOWNS,49399,Unincorporated SA,1,Good,Good,0
SA210006183,GIDGEALPA,49399,Unincorporated SA,1,Good,Good,0
SA210006184,LINDON,49399,Unincorporated SA,1,Good,Good,0
SA210006185,MOUNT FREELING,49399,Unincorporated SA,1,Good,Good,0
SA210006186,MOUNT LYNDHURST,49399,Unincorporated SA,1,Good,Good,0
SA210006187,MURNPEOWIE,49399,Unincorporated SA,1,Good,Good,0
SA210006188,STRZELECKI DESERT,49399,Unincorporated SA,1,Good,Good,0
SA210006189,WERTALOONA,49399,Unincorporated SA,1,Good,Good,0
SA210006190,GLUEPOT,49399,Unincorporated SA,1,Good,Good,0
SA210006191,KALKAROO,49399,Unincorporated SA,1,Good,Good,0
SA210006192,KOONAMORE,49399,Unincorporated SA,1,Good,Good,0
SA210006193,MOOLEULOOLOO,49399,Unincorporated SA,1,Good,Good,0
SA210006194,BARATTA,49399,Unincorporated SA,1,Good,Good,0
SA210006195,ALLANDALE STATION,49399,Unincorporated SA,1,Good,Good,0
SA210006196,EVELYN DOWNS,49399,Unincorporated SA,1,Good,Good,0
SA210006197,MOUNT WILLOUGHBY,49399,Unincorporated SA,1,Good,Good,0
SA210006198,WOOLTANA,49399,Unincorporated SA,1,Good,Good,0
SA210006199,YANKANINNA,49399,Unincorporated SA,1,Good,Good,0
SA210006200,MOUNT CLARENCE STATION,49399,Unincorporated SA,1,Good,Good,0
SA210006201,BLACK HILL STATION,49399,Unincorporated SA,1,Good,Good,0
SA210006202,HOLOWILIENA,49399,Unincorporated SA,1,Good,Good,0
SA210006203,CHOWILLA,49399,Unincorporated SA,1,Good,Good,0
SA210006204,MOUNT VICTOR STATION,49399,Unincorporated SA,1,Good,Good,0
SA210006205,WESTONS FLAT,49399,Unincorporated SA,1,Good,Good,0
SA210006206,QUINYAMBIE,49399,Unincorporated SA,1,Good,Good,0
SA210006207,UPALINNA,49399,Unincorporated SA,1,Good,Good,0
SA210006208,WILLOW SPRINGS,49399,Unincorporated SA,1,Good,Good,0
SA210006209,MABEL CREEK,49399,Unincorporated SA,1,Good,Good,0
SA210006210,WINTINNA,49399,Unincorporated SA,1,Good,Good,0
SA210006211,WELBOURN HILL,49399,Unincorporated SA,1,Good,Good,0
SA210006212,TIKALINA,49399,Unincorporated SA,1,Good,Good,0
SA210006213,WADNAMINGA,49399,Unincorporated SA,1,Good,Good,0
SA210006214,PRELINNA,49399,Unincorporated SA,1,Good,Good,0
SA210006215,SHAGGY RIDGE,49399,Unincorporated SA,1,Good,Good,0
SA210006216,NILPINNA STATION,49399,Unincorporated SA,1,Good,Good,0
SA210006217,NARRINA,49399,Unincorporated SA,1,Good,Good,0
SA210006218,OULNINA,49399,Unincorporated SA,1,Good,Good,0
SA210006219,OUTALPA,49399,Unincorporated SA,1,Good,Good,0
SA210006220,PINE CREEK STATION,49399,Unincorporated SA,1,Good,Good,0
SA210006221,LAKE FROME,49399,Unincorporated SA,1,Good,Good,0
SA210006222,MINGARY,49399,Unincorporated SA,1,Good,Good,0
SA210006223,MUNDI MUNDI,49399,Unincorporated SA,1,Good,Good,0
SA210006224,NETLEY GAP,49399,Unincorporated SA,1,Good,Good,0
SA210006225,HAWKS NEST STATION,49399,Unincorporated SA,1,Good,Good,0
SA210006227,OLD KOOMOOLOO,49399,Unincorporated SA,1,Good,Good,0
SA210006228,WIAWERA,49399,Unincorporated SA,1,Good,Good,0
SA210006229,WINNININNIE,49399,Unincorporated SA,1,Good,Good,0
SA210006230,BALAH,49399,Unincorporated SA,1,Good,Good,0
SA210006231,BUNYUNG,49399,Unincorporated SA,1,Good,Good,0
SA210006232,CANEGRASS,49399,Unincorporated SA,1,Good,Good,0
SA210006233,OAKVALE STATION,49399,Unincorporated SA,1,Good,Good,0
SA210006234,YARRAMBA,49399,Unincorporated SA,1,Good,Good,0
SA210006235,PUALCO RANGE,49399,Unincorporated SA,1,Good,Good,0
SA210006236,BENDA,49399,Unincorporated SA,1,Good,Good,0
SA210006237,WOMPINIE,49399,Unincorporated SA,1,Good,Good,0
SA210006238,ABMINGA STATION,49399,Unincorporated SA,1,Good,Good,0
SA210006239,BINDARRAH,49399,Unincorporated SA,1,Good,Good,0
SA210006240,STURT VALE,49399,Unincorporated SA,1,Good,Good,0
SA210006241,CURNAMONA,49399,Unincorporated SA,1,Good,Good,0
SA210006242,ERUDINA,49399,Unincorporated SA,1,Good,Good,0
SA210006243,DANGGALI,49399,Unincorporated SA,1,Good,Good,0
SA210006244,FARAWAY HILL,49399,Unincorporated SA,1,Good,Good,0
SA210006245,ANGORIGINA,49399,Unincorporated SA,1,Good,Good,0
SA210006246,QUONDONG,49399,Unincorporated SA,1,Good,Good,0
SA210006247,WARNES,49399,Unincorporated SA,1,Good,Good,0
SA210006248,THREE CREEKS,49399,Unincorporated SA,1,Good,Good,0
SA210006249,FROME DOWNS,49399,Unincorporated SA,1,Good,Good,0
SA210006250,WEEKEROO,49399,Unincorporated SA,1,Good,Good,0
SA210006251,DEVONBOROUGH DOWNS,49399,Unincorporated SA,1,Good,Good,0
SA210006252,TEPCO STATION,49399,Unincorporated SA,1,Good,Good,0
SA210006253,ERITH,48130,Wakefield (DC),1,Good,Good,0
SA210006254,BEETALOO VALLEY,45120,Northern Areas (DC),1,Good,Good,0
SA210006255,KENTON VALLEY,40120,Adelaide Hills (DC),1,Good,Good,0
SA210006256,WEEROONA ISLAND,44830,Mount Remarkable (DC),1,Good,Good,0
SA210006257,WEDGE ISLAND,49399,Unincorporated SA,1,Good,Good,0
SA210006258,DAVENPORT,46090,Port Augusta (C),1,Good,Good,0
SA210006259,LAKE ALBERT,47800,The Coorong (DC),0.2222222,Good,Good,0
SA210006259,LAKE ALBERT,49399,Unincorporated SA,0.7777778,Good,Good,0
SA210006260,LAKE ALEXANDRINA,40220,Alexandrina (DC),0.1111111,Good,Good,0
SA210006260,LAKE ALEXANDRINA,45040,Murray Bridge (RC),0.5555556,Good,Good,0
SA210006260,LAKE ALEXANDRINA,47800,The Coorong (DC),0.3333333,Good,Good,0
SA210006261,CULTANA,49399,Unincorporated SA,1,Good,Good,0
SA210006263,MULGARIA,49399,Unincorporated SA,1,Good,Good,0
SA210006264,BELTANA STATION,49399,Unincorporated SA,1,Good,Good,0
SA210006265,KALKA,40250,Anangu Pitjantjatjara (AC),1,Good,Good,0
SA210006266,KALTJITI,40250,Anangu Pitjantjatjara (AC),1,Good,Good,0
SA210006267,KANPI,40250,Anangu Pitjantjatjara (AC),1,Good,Good,0
SA210006268,MIMILI,40250,Anangu Pitjantjatjara (AC),1,Good,Good,0
SA210006269,MURPUTJA,40250,Anangu Pitjantjatjara (AC),1,Good,Good,0
SA210006270,NYAPARI,40250,Anangu Pitjantjatjara (AC),1,Good,Good,0
SA210006271,PIPALYATJARA,40250,Anangu Pitjantjatjara (AC),1,Good,Good,0
SA210006272,PUKATJA,40250,Anangu Pitjantjatjara (AC),1,Good,Good,0
SA210006273,UMUWA,40250,Anangu Pitjantjatjara (AC),1,Good,Good,0
SA210006274,WATARRU,40250,Anangu Pitjantjatjara (AC),1,Good,Good,0
SA210006275,WATINUMA,40250,Anangu Pitjantjatjara (AC),1,Good,Good,0
SA210006276,YUNYARINYI,40250,Anangu Pitjantjatjara (AC),1,Good,Good,0
SA210006277,AMATA,40250,Anangu Pitjantjatjara (AC),1,Good,Good,0
SA210006279,IWANTJA,40250,Anangu Pitjantjatjara (AC),1,Good,Good,0
SA210006280,LIGHTSVIEW,45890,Port Adelaide Enfield (C),1,Good,Good,0
SA210006281,ANANGU PITJANTJATJARA YANKUNYTJATJARA,40250,Anangu Pitjantjatjara (AC),0.9999999,Good,Good,0
SA210006281,ANANGU PITJANTJATJARA YANKUNYTJATJARA,49399,Unincorporated SA,1.00E-07,Good,Good,1
SA210006282,OAK VALLEY,44000,Maralinga Tjarutja (AC),1,Good,Good,0
SA210006283,TONSLEY,44060,Marion (C),1,Good,Good,0
SA210006284,PARSONS BEACH,48830,Yorke Peninsula (DC),1,Good,Good,0
SA210006285,EYRE,45680,Playford (C),1,Good,Good,0
SA210006286,CHITON,40220,Alexandrina (DC),1,Good,Good,0
SA211,CANOWIE BELT,42110,Goyder (DC),0.6111111,Good,Good,0
SA211,CANOWIE BELT,45120,Northern Areas (DC),0.3888889,Good,Good,0
SA212,CANUNDA,,,1.10E-06,NA,Good,4
SA212,CANUNDA,42250,Grant (DC),4.20E-06,Good,Good,1
SA212,CANUNDA,48340,Wattle Range (DC),0.9999947,Good,Good,0
SA213,CAPE BORDA,42750,Kangaroo Island (DC),1,Good,Good,0
SA214,CAPE DOUGLAS,42250,Grant (DC),1,Good,Good,0
SA215,CAPE JAFFA,43360,Kingston (DC) (SA),1,Good,Good,0
SA216,CAPE JERVIS,48750,Yankalilla (DC),1,Good,Good,0
SA217,CARALUE,43220,Kimba (DC),1,Good,Good,0
SA218,CARAWA,41010,Ceduna (DC),1,Good,Good,0
SA219,CARCUMA,47800,The Coorong (DC),1,Good,Good,0
SA22,ANDREWS,45120,Northern Areas (DC),1,Good,Good,0
SA220,CAREW,47630,Tatiara (DC),1,Good,Good,0
SA221,CAREY GULLY,40120,Adelaide Hills (DC),1,Good,Good,0
SA222,CAROLINE,42250,Grant (DC),1,Good,Good,0
SA223,CARPENTER ROCKS,42250,Grant (DC),1,Good,Good,0
SA224,CARRICKALINGA,48750,Yankalilla (DC),1,Good,Good,0
SA225,CARRIETON,45400,Orroroo/Carrieton (DC),1,Good,Good,0
SA226,CASSINI,42750,Kangaroo Island (DC),1,Good,Good,0
SA227,CASTAMBUL,40120,Adelaide Hills (DC),1,Good,Good,0
SA228,CAURNAMONT,44210,Mid Murray (DC),1,Good,Good,0
SA229,CAVAN,47140,Salisbury (C),1,Good,Good,0
SA23,ANDREWS FARM,45680,Playford (C),1,Good,Good,0
SA230,CAVENAGH,45540,Peterborough (DC),1,Good,Good,0
SA231,CAVETON,42250,Grant (DC),1,Good,Good,0
SA232,CEDUNA,41010,Ceduna (DC),1,Good,Good,0
SA233,CHAFFEY,46670,Renmark Paringa (DC),1,Good,Good,0
SA234,CHAIN OF PONDS,40120,Adelaide Hills (DC),1,Good,Good,0
SA235,CHANDADA,47490,Streaky Bay (DC),1,Good,Good,0
SA236,CHANDLERS HILL,45340,Onkaparinga (C),1,Good,Good,0
SA237,CHAPEL HILL,44550,Mount Barker (DC),1,Good,Good,0
SA238,CHAPMAN BORE,45040,Murray Bridge (RC),1,Good,Good,0
SA239,CHARLESTON,40120,Adelaide Hills (DC),1,Good,Good,0
SA24,ANGAS PLAINS,40220,Alexandrina (DC),1,Good,Good,0
SA240,CHARLTON GULLY,43710,Lower Eyre Peninsula (DC),1,Good,Good,0
SA241,CHARRA,41010,Ceduna (DC),1,Good,Good,0
SA242,CHELTENHAM,41060,Charles Sturt (C),1,Good,Good,0
SA243,CHERRY GARDENS,40120,Adelaide Hills (DC),0.0077057,Good,Good,1
SA243,CHERRY GARDENS,45340,Onkaparinga (C),0.9922943,Good,Good,0
SA244,CHERRYVILLE,40120,Adelaide Hills (DC),1,Good,Good,0
SA245,CHILPENUNDA,47490,Streaky Bay (DC),1,Good,Good,0
SA246,CHINAMAN WELLS,48830,Yorke Peninsula (DC),1,Good,Good,0
SA247,CHINBINGINA,41010,Ceduna (DC),1,Good,Good,0
SA248,CHRISTIE DOWNS,45340,Onkaparinga (C),1,Good,Good,0
SA249,CHRISTIES BEACH,45340,Onkaparinga (C),1,Good,Good,0
SA25,ANGAS VALLEY,44210,Mid Murray (DC),1,Good,Good,0
SA250,CLAPHAM,44340,Mitcham (C),1,Good,Good,0
SA251,CLARE,41140,Clare and Gilbert Valleys (DC),1,Good,Good,0
SA252,CLARENCE GARDENS,44340,Mitcham (C),1,Good,Good,0
SA253,CLARENCE PARK,47980,Unley (C),1,Good,Good,0
SA254,CLARENDON,45340,Onkaparinga (C),1,Good,Good,0
SA255,CLAY WELLS,46860,Robe (DC),0.72,Good,Good,0
SA255,CLAY WELLS,48340,Wattle Range (DC),0.28,Good,Good,0
SA256,CLAYPANS,44210,Mid Murray (DC),1,Good,Good,0
SA258,CLEARVIEW,45890,Port Adelaide Enfield (C),1,Good,Good,0
SA259,CLELAND,40120,Adelaide Hills (DC),1,Good,Good,0
SA26,ANGASTON,40310,Barossa (DC),1,Good,Good,0
SA260,CLEMENTS GAP,40430,Barunga West (DC),0.5434783,Good,Good,0
SA260,CLEMENTS GAP,46450,Port Pirie City and Dists (M),0.4565217,Good,Good,0
SA261,CLEVE,41190,Cleve (DC),1,Good,Good,0
SA262,CLINTON,48830,Yorke Peninsula (DC),1,Good,Good,0
SA263,CLINTON CENTRE,48830,Yorke Peninsula (DC),1,Good,Good,0
SA264,CLOVELLY PARK,44060,Marion (C),1,Good,Good,0
SA265,COBDOGLA,40520,Berri and Barmera (DC),1,Good,Good,0
SA266,COCATA,48640,Wudinna (DC),1,Good,Good,0
SA267,COCKALEECHIE,47910,Tumby Bay (DC),1,Good,Good,0
SA268,COCKATOO VALLEY,40310,Barossa (DC),1,Good,Good,0
SA269,COCKBURN,49399,Unincorporated SA,1,Good,Good,0
SA27,ANGLE PARK,45890,Port Adelaide Enfield (C),1,Good,Good,0
SA270,COFFIN BAY,43710,Lower Eyre Peninsula (DC),1,Good,Good,0
SA271,COLEBATCH,47800,The Coorong (DC),1,Good,Good,0
SA272,COLES,45090,Naracoorte and Lucindale (DC),0.4756098,Good,Good,0
SA272,COLES,48340,Wattle Range (DC),0.5243902,Good,Good,0
SA273,COLLEGE PARK,45290,Norwood Payneham St Peters (C),1,Good,Good,0
SA274,COLLEY,47490,Streaky Bay (DC),1,Good,Good,0
SA275,COLLINSFIELD,46450,Port Pirie City and Dists (M),1,Good,Good,0
SA276,COLLINSVILLE,42110,Goyder (DC),1,Good,Good,0
SA277,COLLINSWOOD,46510,Prospect (C),1,Good,Good,0
SA278,COLONEL LIGHT GARDENS,44340,Mitcham (C),1,Good,Good,0
SA279,COLTON,41750,Elliston (DC),1,Good,Good,0
SA28,ANGLE VALE,45680,Playford (C),1,Good,Good,0
SA280,COMAUM,48340,Wattle Range (DC),1,Good,Good,0
SA281,COMMISSARIAT POINT,46090,Port Augusta (C),1,Good,Good,0
SA282,COMPTON,42250,Grant (DC),1,Good,Good,0
