SA1_MAINCODE_2016,SA1_CODE_2021,RATIO_FROM_TO,INDIV_TO_REGION_QLTY_INDICATOR,OVERALL_QUALITY_INDICATOR,BMOS_NULL_FLAG
10106154330,10106154330,1,Good,Good,0
10106154401,10106154401,1,Good,Good,0
10106154402,10106154402,1,Good,Good,0
10106154403,10106154403,1,Good,Good,0
10106154404,10106154404,1,Good,Good,0
10106154405,10106154405,1,Good,Good,0
10106154406,10106154406,1,Good,Good,0
10106154407,10106154422,0.1398529,Poor,Good,0
10106154407,10106154423,0.8601471,Acceptable,Good,0
10106154408,10106154408,1,Good,Good,0
10106154409,10106154409,1,Good,Good,0
10106154410,10106154410,1,Good,Good,0
10106154411,10106154411,1,Good,Good,0
10106154412,10106154412,1,Good,Good,0
10106154413,10106154413,1,Good,Good,0
10106154414,10106154414,1,Good,Good,0
10106154415,10106154415,1,Good,Good,0
10106154416,10106154416,1,Good,Good,0
10106154417,10106154417,1,Good,Good,0
10106154418,10106154418,1,Good,Good,0
10106154419,10106154419,1,Good,Good,0
10106154420,10106154420,1,Good,Good,0
10106154421,10106154421,1,Good,Good,0
10201102801,10201102801,1,Good,Good,0
10201102802,10201102802,1,Good,Good,0
10201102803,10201102803,1,Good,Good,0
10201102804,10201102804,1,Good,Good,0
10201102805,10201102805,1,Good,Good,0
10201102806,10201102806,1,Good,Good,0
10201102807,10201102807,1,Good,Good,0
10201102808,10201102808,1,Good,Good,0
10201102809,10201102809,1,Good,Good,0
10201102810,10201102810,1,Good,Good,0
10201102811,10201102811,1,Good,Good,0
10201102812,10201102812,1,Good,Good,0
10201102813,10201102813,1,Good,Good,0
10201102814,10201102814,1,Good,Good,0
10201102815,10201102815,1,Good,Good,0
10201102816,10201102816,1,Good,Good,0
10201102817,10201102817,1,Good,Good,0
10201102818,10201102818,1,Good,Good,0
10201102901,10201102901,1,Good,Good,0
10201102902,10201102902,1,Good,Good,0
10201102903,10201102903,1,Good,Good,0
10201102904,10201102904,1,Good,Good,0
10201102905,10201102905,1,Good,Good,0
10201102906,10201102906,1,Good,Good,0
10201102907,10201102907,1,Good,Good,0
10201102908,10201102908,1,Good,Good,0
10201102909,10201102909,1,Good,Good,0
10201102910,10201102910,1,Good,Good,0
10201102911,10201102911,1,Good,Good,0
10201102912,10201102912,1,Good,Good,0
10201102913,10201102913,1,Good,Good,0
10201102914,10201102914,1,Good,Good,0
10201102915,10201102915,1,Good,Good,0
10201102916,10201102916,1,Good,Good,0
10201102917,10201102917,1,Good,Good,0
10201102918,10201102918,1,Good,Good,0
10201102919,10201102919,1,Good,Good,0
10201102920,10201102920,1,Good,Good,0
10201102921,10201102921,1,Good,Good,0
10201102922,10201102922,1,Good,Good,0
10201102923,10201102923,1,Good,Good,0
10201102924,10201102924,1,Good,Good,0
10201102925,10201102925,1,Good,Good,0
10201102926,10201102926,1,Good,Good,0
10201102927,10201102927,1,Good,Good,0
10201102928,10201102928,1,Good,Good,0
10201103002,10201103002,1,Good,Good,0
10201103003,10201103003,1,Good,Good,0
10201103004,10201103004,1,Good,Good,0
10201103005,10201103005,1,Good,Good,0
10201103006,10201103006,1,Good,Good,0
10201103007,10201103007,1,Good,Good,0
10201103008,10201103008,1,Good,Good,0
10201103009,10201103009,1,Good,Good,0
10201103010,10201103010,1,Good,Good,0
10201103011,10201103011,1,Good,Good,0
10201103012,10201103012,1,Good,Good,0
10201103013,10201103013,1,Good,Good,0
10201103014,10201103014,1,Good,Good,0
10201103101,10201103101,1,Good,Good,0
10201103102,10201103102,1,Good,Good,0
10201103103,10201103103,1,Good,Good,0
10201103104,10201103104,1,Good,Good,0
10201103105,10201103105,1,Good,Good,0
10201103106,10201103106,1,Good,Good,0
10201103107,10201103107,1,Good,Good,0
10201103108,10201103108,1,Good,Good,0
10201103109,10201103109,1,Good,Good,0
10201103110,10201103110,1,Good,Good,0
10201103111,10201103111,1,Good,Good,0
10201103112,10201103112,1,Good,Good,0
10201103113,10201103113,1,Good,Good,0
10201103114,10201103114,1,Good,Good,0
10201103115,10201103115,1,Good,Good,0
10201103116,10201103116,1,Good,Good,0
10201103117,10201103117,1,Good,Good,0
10201103118,10201103118,1,Good,Good,0
10201103119,10201103119,1,Good,Good,0
10201103120,10201103120,1,Good,Good,0
10201103121,10201103121,1,Good,Good,0
10201103122,10201103122,1,Good,Good,0
10201103123,10201103123,1,Good,Good,0
10201103124,10201103124,1,Good,Good,0
10201103125,10201103125,1,Good,Good,0
10201103126,10201103126,1,Good,Good,0
10201103127,10201103127,1,Good,Good,0
10201103128,10201103128,1,Good,Good,0
10201103129,10201103129,1,Good,Good,0
10201103130,10201103130,1,Good,Good,0
10201103131,10201103131,1,Good,Good,0
10201103132,10201103132,1,Good,Good,0
10201103133,10201103133,1,Good,Good,0
10201103134,10201103134,1,Good,Good,0
10201103135,10201103135,1,Good,Good,0
10201103136,10201103136,1,Good,Good,0
10201103137,10201103137,1,Good,Good,0
10201103138,10201103138,1,Good,Good,0
10201103201,10201103201,1,Good,Good,0
10201103202,10201103202,1,Good,Good,0
10201103203,10201103203,1,Good,Good,0
10201103204,10201103204,1,Good,Good,0
10201103205,10201103205,1,Good,Good,0
10201103206,10201103206,1,Good,Good,0
10201103207,10201103207,1,Good,Good,0
10201103208,10201103208,1,Good,Good,0
10201103210,10201103210,1,Good,Good,0
10201103211,10201103211,1,Good,Good,0
10201103212,10201103212,1,Good,Good,0
10201103213,10201103213,1,Good,Good,0
10201103214,10201103214,1,Good,Good,0
10201103215,10201103215,1,Good,Good,0
10201103216,10201103216,1,Good,Good,0
10201103217,10201103217,1,Good,Good,0
10201103218,10201103218,1,Good,Good,0
10201103219,10201103219,1,Good,Good,0
10201103220,10201103220,1,Good,Good,0
10201103221,10201103221,1,Good,Good,0
10201103223,10201103223,1,Good,Good,0
10201103224,10201103224,1,Good,Good,0
10201103225,10201103225,1,Good,Good,0
10201103226,10201103226,1,Good,Good,0
10201103227,10201103227,1,Good,Good,0
10201103228,10201103228,1,Good,Good,0
10201103229,10201103229,1,Good,Good,0
10201103230,10201103230,1,Good,Good,0
10201103231,10201103231,1,Good,Good,0
10201103232,10201103232,1,Good,Good,0
10201103233,10201103233,1,Good,Good,0
10201103234,10201103234,1,Good,Good,0
10201103235,10201103235,1,Good,Good,0
10201103236,10201103236,1,Good,Good,0
10201103237,10201103237,1,Good,Good,0
10201103238,10201103238,1,Good,Good,0
10201103239,10201103239,1,Good,Good,0
10201103240,10201103240,1,Good,Good,0
10201103241,10201103241,1,Good,Good,0
10201103242,10201103242,1,Good,Good,0
10201103243,10201103243,1,Good,Good,0
10201103244,10201103244,1,Good,Good,0
10201103245,10201103245,1,Good,Good,0
10201103246,10201103246,1,Good,Good,0
10201103247,10201103247,1,Good,Good,0
10201103248,10201103248,1,Good,Good,0
10201103301,10201103301,1,Good,Good,0
10201103302,10201103302,1,Good,Good,0
10201103303,10201103303,1,Good,Good,0
10201103304,10201103304,1,Good,Good,0
10201103305,10201103305,1,Good,Good,0
10201103306,10201103306,1,Good,Good,0
10201103307,10201103307,1,Good,Good,0
10201103308,10201103308,1,Good,Good,0
10201103309,10201103309,1,Good,Good,0
10201103310,10201103310,1,Good,Good,0
10201103311,10201103311,1,Good,Good,0
10201103312,10201103312,1,Good,Good,0
10201103313,10201103313,1,Good,Good,0
10201103314,10201103314,1,Good,Good,0
10201103315,10201103315,1,Good,Good,0
10201103316,10201103316,1,Good,Good,0
10201103317,10201103317,1,Good,Good,0
10201103318,10201103318,1,Good,Good,0
10201103319,10201103319,1,Good,Good,0
10201103320,10201103320,1,Good,Good,0
10201103401,10201103401,1,Good,Good,0
10201103402,10201103402,1,Good,Good,0
10201103403,10201103403,1,Good,Good,0
10201103404,10201103404,1,Good,Good,0
10201103405,10201103405,1,Good,Good,0
10201103406,10201103406,1,Good,Good,0
10201103407,10201103420,0.9756472,Good,Good,0
10201103407,10201103933,0.0243528,Poor,Good,0
10201103408,10201103408,1,Good,Good,0
10201103409,10201103409,1,Good,Good,0
10201103410,10201103410,1,Good,Good,0
10201103411,10201103411,1,Good,Good,0
10201103412,10201103412,1,Good,Good,0
10201103413,10201103413,1,Good,Good,0
10201103414,10201103414,1,Good,Good,0
10201103415,10201103415,1,Good,Good,0
10201103416,10201103416,1,Good,Good,0
10201103417,10201103417,1,Good,Good,0
10201103418,10201103418,1,Good,Good,0
10201103419,10201103419,1,Good,Good,0
10201103501,10201103501,1,Good,Good,0
10201103502,10201103502,1,Good,Good,0
10201103503,10201103503,1,Good,Good,0
10201103504,10201103504,1,Good,Good,0
10201103505,10201103505,1,Good,Good,0
10201103506,10201103506,1,Good,Good,0
10201103507,10201103507,1,Good,Good,0
10201103508,10201103508,1,Good,Good,0
10201103509,10201103509,1,Good,Good,0
10201103510,10201103510,1,Good,Good,0
10201103511,10201103511,1,Good,Good,0
10201103512,10201103512,1,Good,Good,0
10201103513,10201103513,1,Good,Good,0
10201103514,10201103514,1,Good,Good,0
10201103515,10201103515,1,Good,Good,0
10201103516,10201103516,1,Good,Good,0
10201103517,10201103517,1,Good,Good,0
10201103601,10201103601,1,Good,Good,0
10201103602,10201103602,1,Good,Good,0
10201103603,10201103603,1,Good,Good,0
10201103604,10201103604,1,Good,Good,0
10201103605,10201103605,1,Good,Good,0
10201103606,10201103606,1,Good,Good,0
10201103607,10201103607,1,Good,Good,0
10201103608,10201103608,1,Good,Good,0
10201103609,10201103609,1,Good,Good,0
10201103610,10201103610,1,Good,Good,0
10201103611,10201103611,1,Good,Good,0
10201103612,10201103612,1,Good,Good,0
10201103613,10201103613,1,Good,Good,0
10201103614,10201103614,1,Good,Good,0
10201103615,10201103615,1,Good,Good,0
10201103616,10201103616,1,Good,Good,0
10201103617,10201103617,1,Good,Good,0
10201103618,10201103618,1,Good,Good,0
10201103619,10201103619,1,Good,Good,0
10201103620,10201103620,1,Good,Good,0
10201103621,10201103621,1,Good,Good,0
10201103622,10201103622,1,Good,Good,0
10201103701,10201103701,1,Good,Good,0
10201103702,10201103702,1,Good,Good,0
10201103703,10201103703,1,Good,Good,0
10201103704,10201103704,1,Good,Good,0
10201103705,10201103705,1,Good,Good,0
10201103706,10201103706,1,Good,Good,0
10201103707,10201103707,1,Good,Good,0
10201103708,10201103708,1,Good,Good,0
10201103709,10201103709,1,Good,Good,0
10201103710,10201103710,1,Good,Good,0
10201103711,10201103711,1,Good,Good,0
10201103712,10201103712,1,Good,Good,0
10201103713,10201103713,1,Good,Good,0
10201103714,10201103714,1,Good,Good,0
10201103801,10201103801,1,Good,Good,0
10201103802,10201103802,1,Good,Good,0
10201103803,10201103803,1,Good,Good,0
10201103804,10201103804,1,Good,Good,0
10201103805,10201103805,1,Good,Good,0
10201103806,10201103806,1,Good,Good,0
10201103807,10201103807,1,Good,Good,0
10201103808,10201103808,1,Good,Good,0
10201103809,10201103809,1,Good,Good,0
10201103810,10201103810,1,Good,Good,0
10201103811,10201103811,1,Good,Good,0
10201103812,10201103812,1,Good,Good,0
10201103813,10201103813,1,Good,Good,0
10201103814,10201103814,1,Good,Good,0
10201103815,10201103815,1,Good,Good,0
10201103816,10201103816,1,Good,Good,0
10201103817,10201103817,1,Good,Good,0
10201103901,10201103901,1,Good,Good,0
10201103902,10201103902,1,Good,Good,0
10201103903,10201103903,1,Good,Good,0
10201103904,10201103904,1,Good,Good,0
10201103905,10201103905,1,Good,Good,0
10201103906,10201103906,1,Good,Good,0
10201103908,10201103908,1,Good,Good,0
10201103909,10201103909,1,Good,Good,0
10201103911,10201103911,1,Good,Good,0
10201103912,10201103912,1,Good,Good,0
10201103913,10201103913,1,Good,Good,0
10201103914,10201103914,1,Good,Good,0
10201103915,10201103915,1,Good,Good,0
10201103916,10201103916,1,Good,Good,0
10201103917,10201103917,1,Good,Good,0
10201103918,10201103918,1,Good,Good,0
10201103919,10201103919,1,Good,Good,0
10201103920,10201103932,0.5323032,Poor,Good,0
10201103920,10201103934,0.0912316,Poor,Good,0
10201103920,10201103936,0.3764652,Poor,Good,0
10201103921,10201103921,1,Good,Good,0
10201103922,10201103922,1,Good,Good,0
10201103923,10201103923,1,Good,Good,0
10201103924,10201103924,1,Good,Good,0
10201103925,10201103925,1,Good,Good,0
10201103926,10201103926,1,Good,Good,0
10201103927,10201103927,1,Good,Good,0
10201103928,10201103928,1,Good,Good,0
10201103929,10201103929,1,Good,Good,0
10201103930,10201103933,0.3248976,Poor,Good,0
10201103930,10201103935,0.6751024,Poor,Good,0
10201103931,10201103931,1,Good,Good,0
10201104001,10201104001,1,Good,Good,0
10201104002,10201104002,1,Good,Good,0
10201104003,10201104003,1,Good,Good,0
10201104004,10201104004,1,Good,Good,0
10201104005,10201104005,1,Good,Good,0
10201104006,10201104006,1,Good,Good,0
10201104007,10201104007,1,Good,Good,0
10201104008,10201104008,1,Good,Good,0
10201104009,10201104009,1,Good,Good,0
10201104010,10201104010,1,Good,Good,0
10201104011,10201104011,1,Good,Good,0
10201104012,10201104012,1,Good,Good,0
10201104013,10201104013,1,Good,Good,0
10201104014,10201104014,1,Good,Good,0
10201104015,10201104015,1,Good,Good,0
10201104016,10201104016,1,Good,Good,0
10201104017,10201104017,1,Good,Good,0
10201104018,10201104018,1,Good,Good,0
10201104019,10201104019,1,Good,Good,0
10201104020,10201104020,1,Good,Good,0
10201104021,10201104021,1,Good,Good,0
10201104022,10201104022,1,Good,Good,0
10201104023,10201104023,1,Good,Good,0
10201104024,10201104024,1,Good,Good,0
10201104025,10201104025,1,Good,Good,0
10201104026,10201104026,1,Good,Good,0
10201104027,10201104027,1,Good,Good,0
10201104028,10201104028,1,Good,Good,0
10201104029,10201104029,1,Good,Good,0
10201104030,10201104030,1,Good,Good,0
10201104031,10201104031,1,Good,Good,0
10201104032,10201104032,1,Good,Good,0
10201104033,10201104033,1,Good,Good,0
10201104034,10201104034,1,Good,Good,0
10201104035,10201104035,1,Good,Good,0
10201104036,10201104036,1,Good,Good,0
10201104037,10201104037,1,Good,Good,0
10201104038,10201104038,1,Good,Good,0
10201104039,10201104039,1,Good,Good,0
10201104040,10201104040,1,Good,Good,0
10201104041,10201104041,1,Good,Good,0
10201104042,10201104042,1,Good,Good,0
10201104043,10201104043,1,Good,Good,0
10201104044,10201104044,1,Good,Good,0
10201104045,10201104045,1,Good,Good,0
10201104046,10201104046,1,Good,Good,0
10201104047,10201104047,1,Good,Good,0
10201104048,10201104048,1,Good,Good,0
10201104049,10201104049,1,Good,Good,0
10201104050,10201104050,1,Good,Good,0
10201104051,10201104051,1,Good,Good,0
10201104052,10201104052,1,Good,Good,0
10201104053,10201104053,1,Good,Good,0
10201104054,10201104054,1,Good,Good,0
10201104055,10201104055,1,Good,Good,0
10201104056,10201104056,1,Good,Good,0
10201104057,10201104057,1,Good,Good,0
10201104058,10201104058,1,Good,Good,0
10201104101,10201104101,1,Good,Good,0
10201104102,10201104102,1,Good,Good,0
10201104103,10201104103,1,Good,Good,0
10201104104,10201104104,1,Good,Good,0
10201104105,10201104105,1,Good,Good,0
10201104106,10201104106,1,Good,Good,0
10201104107,10201104107,1,Good,Good,0
10201104108,10201104108,1,Good,Good,0
10201104109,10201104109,1,Good,Good,0
10201104110,10201104110,1,Good,Good,0
10201104111,10201104111,1,Good,Good,0
10201104112,10201104112,1,Good,Good,0
10201104113,10201104113,1,Good,Good,0
10201104114,10201104114,1,Good,Good,0
10201104115,10201104115,1,Good,Good,0
10201104116,10201104116,1,Good,Good,0
10201104117,10201104117,1,Good,Good,0
10201104118,10201104118,1,Good,Good,0
10201104119,10201104119,1,Good,Good,0
10201104120,10201104120,1,Good,Good,0
10201104121,10201104121,1,Good,Good,0
10201104122,10201104122,1,Good,Good,0
10201104123,10201104123,1,Good,Good,0
10201104124,10201104124,1,Good,Good,0
10201104125,10201104125,1,Good,Good,0
10201104201,10201104201,1,Good,Good,0
10201104202,10201104202,1,Good,Good,0
10201104203,10201104203,1,Good,Good,0
10201104204,10201104204,1,Good,Good,0
10201104205,10201104205,1,Good,Good,0
10201104206,10201104206,1,Good,Good,0
10201104207,10201104207,1,Good,Good,0
10201104208,10201104208,1,Good,Good,0
10201104209,10201104209,1,Good,Good,0
10201104210,10201104210,1,Good,Good,0
10201104211,10201104211,1,Good,Good,0
10201104212,10201104212,1,Good,Good,0
10201104213,10201104213,1,Good,Good,0
10201104214,10201104214,1,Good,Good,0
10201104215,10201104215,1,Good,Good,0
10201104216,10201104216,1,Good,Good,0
10201104217,10201104217,1,Good,Good,0
10201104218,10201104218,1,Good,Good,0
10201104219,10201104219,1,Good,Good,0
10201104220,10201104220,1,Good,Good,0
10201104221,10201104221,1,Good,Good,0
10201104222,10201104222,1,Good,Good,0
10201104223,10201104223,1,Good,Good,0
10201104224,10201104224,1,Good,Good,0
10201104225,10201104225,1,Good,Good,0
10201104226,10201104226,1,Good,Good,0
10201104227,10201104227,1,Good,Good,0
10201104228,10201104228,1,Good,Good,0
10201104229,10201104229,1,Good,Good,0
10201104230,10201104230,1,Good,Good,0
10201104231,10201104231,1,Good,Good,0
10201104232,10201104232,1,Good,Good,0
10201104233,10201104233,1,Good,Good,0
10201104301,10201104301,1,Good,Good,0
10201104302,10201104302,1,Good,Good,0
10201104303,10201104303,1,Good,Good,0
10201104304,10201104304,1,Good,Good,0
10201104305,10201104305,1,Good,Good,0
10201104306,10201104306,1,Good,Good,0
10201104307,10201104307,1,Good,Good,0
10201104308,10201104308,1,Good,Good,0
10201104309,10201104309,1,Good,Good,0
10201104310,10201104310,1,Good,Good,0
10201104311,10201104311,1,Good,Good,0
10201104312,10201104312,1,Good,Good,0
10201104313,10201104313,1,Good,Good,0
10201104314,10201104314,1,Good,Good,0
10201104315,10201104315,1,Good,Good,0
10201104316,10201104316,1,Good,Good,0
10201104317,10201104317,1,Good,Good,0
10201104318,10201104318,1,Good,Good,0
10201104319,10201104319,1,Good,Good,0
10201104320,10201104320,1,Good,Good,0
10201104321,10201104321,1,Good,Good,0
10201104322,10201104322,1,Good,Good,0
10201104323,10201104323,1,Good,Good,0
10201104324,10201104324,1,Good,Good,0
10201104325,10201104325,1,Good,Good,0
10201104326,10201104326,1,Good,Good,0
10201104327,10201104327,1,Good,Good,0
10201104328,10201104328,1,Good,Good,0
10201104329,10201104329,1,Good,Good,0
10201104330,10201104330,1,Good,Good,0
10202104401,10202104401,1,Good,Good,0
10202104402,10202104402,1,Good,Good,0
10202104403,10202104403,1,Good,Good,0
10202104404,10202104404,1,Good,Good,0
10202104405,10202104405,1,Good,Good,0
10202104406,10202104406,1,Good,Good,0
10202104407,10202104407,1,Good,Good,0
10202104408,10202104408,1,Good,Good,0
10202104409,10202104409,1,Good,Good,0
10202104410,10202104410,1,Good,Good,0
10202104411,10202104411,1,Good,Good,0
10202104412,10202104412,1,Good,Good,0
10202104413,10202104413,1,Good,Good,0
10202104414,10202104414,1,Good,Good,0
10202104415,10202104415,1,Good,Good,0
10202104416,10202104416,1,Good,Good,0
10202104417,10202104417,1,Good,Good,0
10202104418,10202104418,1,Good,Good,0
10202104419,10202104419,1,Good,Good,0
10202104420,10202104420,1,Good,Good,0
10202104421,10202104421,1,Good,Good,0
10202104422,10202104422,1,Good,Good,0
10202104423,10202104423,1,Good,Good,0
10202104424,10202104424,1,Good,Good,0
10202104425,10202104425,1,Good,Good,0
10202104426,10202104426,1,Good,Good,0
10202104427,10202104427,1,Good,Good,0
10202104428,10202104428,1,Good,Good,0
10202104429,10202104429,1,Good,Good,0
10202104430,10202104430,1,Good,Good,0
10202104431,10202104431,1,Good,Good,0
10202104432,10202104432,1,Good,Good,0
10202104433,10202104433,1,Good,Good,0
10202104434,10202104434,1,Good,Good,0
10202104435,10202104435,1,Good,Good,0
10202104436,10202104436,1,Good,Good,0
10202104437,10202104437,1,Good,Good,0
10202104438,10202104438,1,Good,Good,0
10202104439,10202104439,1,Good,Good,0
10202104440,10202104440,1,Good,Good,0
10202104441,10202104441,1,Good,Good,0
10202104442,10202104442,1,Good,Good,0
10202104443,10202104443,1,Good,Good,0
10202104444,10202104444,1,Good,Good,0
10202104445,10202104445,1,Good,Good,0
10202104446,10202104446,1,Good,Good,0
10202104447,10202104447,1,Good,Good,0
10202104448,10202104448,1,Good,Good,0
10202104449,10202104449,1,Good,Good,0
10202104450,10202104450,1,Good,Good,0
10202104451,10202104451,1,Good,Good,0
10202104452,10202104452,1,Good,Good,0
10202104453,10202104453,1,Good,Good,0
10202104454,10202104454,1,Good,Good,0
10202104455,10202104455,1,Good,Good,0
