LOCALITY_PID_NOV2019,LOCALITY_NAME_NOV2019,SED_CODE_2019,SED_NAME_2019,RATIO_FROM_TO,INDIV_TO_REGION_QLTY_INDICATOR,OVERALL_QUALITY_INDICATOR,BMOS_NULL_FLAG
VIC728,DELATITE,22404,Eildon (Northern Victoria),1,Good,Good,0
VIC729,DELBURN,23602,Gippsland South (Eastern Victoria),1,Good,Good,0
VIC730,DENICULL CREEK,27208,Ripon (Western Victoria),1,Good,Good,0
VIC731,DENISON,23602,Gippsland South (Eastern Victoria),1,Good,Good,0
VIC732,DENNINGTON,27708,South-West Coast (Western Victoria),1,Good,Good,0
VIC733,DENVER,24504,Macedon (Northern Victoria),1,Good,Good,0
VIC734,DEPTFORD,23502,Gippsland East (Eastern Victoria),1,Good,Good,0
VIC735,DERBY,27208,Ripon (Western Victoria),1,Good,Good,0
VIC736,DEREEL,21608,Buninyong (Western Victoria),1,Good,Good,0
VIC737,DERGHOLM,24408,Lowan (Western Victoria),1,Good,Good,0
VIC738,DERRIMUT,23007,Footscray (Western Metropolitan),0,Good,Good,1
VIC738,DERRIMUT,24207,Kororoit (Western Metropolitan),1,Good,Good,0
VIC739,DERRINAL,22704,Euroa (Northern Victoria),1,Good,Good,0
VIC74,ASCOT VALE,22607,Essendon (Western Metropolitan),1,Good,Good,0
VIC740,DERRINALLUM,26708,Polwarth (Western Victoria),1,Good,Good,0
VIC741,DEVENISH,22704,Euroa (Northern Victoria),1,Good,Good,0
VIC742,DEVILS RIVER,22404,Eildon (Northern Victoria),1,Good,Good,0
VIC743,DEVON MEADOWS,22105,Cranbourne (South-Eastern Metropolitan),0.2469109,Good,Good,0
VIC743,DEVON MEADOWS,23702,Hastings (Eastern Victoria),0.7530891,Good,Good,0
VIC744,DEVON NORTH,23602,Gippsland South (Eastern Victoria),1,Good,Good,0
VIC745,DEWHURST,23402,Gembrook (Eastern Victoria),1,Poor,Good,0
VIC746,DHURRINGILE,22704,Euroa (Northern Victoria),1,Good,Good,0
VIC747,DIAMOND CREEK,22501,Eltham (Eastern Metropolitan),0.0759116,Acceptable,Good,0
VIC747,DIAMOND CREEK,28704,Yan Yean (Northern Victoria),0.9240884,Good,Good,0
VIC748,DIGBY,24408,Lowan (Western Victoria),1,Good,Good,0
VIC749,DIGGERS REST,24504,Macedon (Northern Victoria),0.0027803,Good,Good,1
VIC749,DIGGERS REST,27907,Sunbury (Western Metropolitan),0.9972197,Good,Good,0
VIC75,ASHBOURNE,24504,Macedon (Northern Victoria),1,Good,Good,0
VIC750,DIGGORA,25704,Murray Plains (Northern Victoria),1,Good,Good,0
VIC751,DIMBOOLA,24408,Lowan (Western Victoria),1,Good,Good,0
VIC752,DINGEE,20704,Bendigo East (Northern Victoria),1,Good,Good,0
VIC753,DINGLEY VILLAGE,22005,Clarinda (South-Eastern Metropolitan),0.0028309,Poor,Good,1
VIC753,DINGLEY VILLAGE,24105,Keysborough (South-Eastern Metropolitan),0.9971691,Acceptable,Good,0
VIC754,DINGWALL,25704,Murray Plains (Northern Victoria),1,Good,Good,0
VIC755,DINNER PLAIN,26504,Ovens Valley (Northern Victoria),1,Good,Good,0
VIC756,DIXIE,26708,Polwarth (Western Victoria),1,Good,Good,0
VIC757,DIXONS CREEK,22404,Eildon (Northern Victoria),1,Good,Good,0
VIC758,DOBIE,27208,Ripon (Western Victoria),1,Good,Good,0
VIC759,DOCKER,26504,Ovens Valley (Northern Victoria),1,Good,Good,0
VIC76,ASHBURTON,21706,Burwood (Southern Metropolitan),1,Acceptable,Good,0
VIC76,ASHBURTON,24606,Malvern (Southern Metropolitan),0,Acceptable,Good,1
VIC760,DOCKERS PLAINS,26504,Ovens Valley (Northern Victoria),1,Good,Good,0
VIC761,DOCKLANDS,20106,Albert Park (Southern Metropolitan),0.1916255,Good,Good,0
VIC761,DOCKLANDS,24703,Melbourne (Northern Metropolitan),0.8083745,Good,Good,0
VIC762,DOCTORS FLAT,23502,Gippsland East (Eastern Victoria),1,Good,Good,0
VIC763,DOLLAR,23602,Gippsland South (Eastern Victoria),1,Good,Good,0
VIC764,DON VALLEY,22404,Eildon (Northern Victoria),1,Good,Good,0
VIC765,DONALD,27208,Ripon (Western Victoria),1,Good,Good,0
VIC766,DONCASTER,21401,Bulleen (Eastern Metropolitan),0.9904124,Good,Good,0
VIC766,DONCASTER,28301,Warrandyte (Eastern Metropolitan),0.0095876,Good,Good,1
VIC767,DONCASTER EAST,28301,Warrandyte (Eastern Metropolitan),1,Good,Good,0
VIC768,DONNYBROOK,28704,Yan Yean (Northern Victoria),1,Good,Good,0
VIC769,DONVALE,27101,Ringwood (Eastern Metropolitan),0.1167323,Acceptable,Good,0
VIC769,DONVALE,28301,Warrandyte (Eastern Metropolitan),0.8832677,Good,Good,0
VIC77,ASHWOOD,21706,Burwood (Southern Metropolitan),1,Acceptable,Good,0
VIC770,DOOBOOBETIC,27208,Ripon (Western Victoria),1,Good,Good,0
VIC771,DOOEN,24408,Lowan (Western Victoria),1,Good,Good,0
VIC772,DOOKIE,27504,Shepparton (Northern Victoria),1,Good,Good,0
VIC773,DOOKIE COLLEGE,27504,Shepparton (Northern Victoria),1,Good,Good,0
VIC774,DOREEN,28704,Yan Yean (Northern Victoria),1,Good,Good,0
VIC775,DORODONG,24408,Lowan (Western Victoria),1,Good,Good,0
VIC776,DOUBLE BRIDGES,23502,Gippsland East (Eastern Victoria),1,Good,Good,0
VIC777,DOUGLAS,24408,Lowan (Western Victoria),1,Good,Good,0
VIC778,DOVETON,22305,Dandenong (South-Eastern Metropolitan),1,Acceptable,Good,0
VIC779,DREEITE,26708,Polwarth (Western Victoria),1,Good,Good,0
VIC78,ASPENDALE,25205,Mordialloc (South-Eastern Metropolitan),1,Acceptable,Good,0
VIC780,DREEITE SOUTH,26708,Polwarth (Western Victoria),1,Good,Good,0
VIC781,DRIFFIELD,25402,Morwell (Eastern Victoria),1,Good,Good,0
VIC782,DRIK DRIK,27708,South-West Coast (Western Victoria),1,Good,Good,0
VIC783,DROMANA,26102,Nepean (Eastern Victoria),1,Good,Good,0
VIC784,DROPMORE,22404,Eildon (Northern Victoria),1,Good,Good,0
VIC785,DROUIN,25802,Narracan (Eastern Victoria),1,Good,Good,0
VIC786,DROUIN EAST,25802,Narracan (Eastern Victoria),1,Good,Good,0
VIC787,DROUIN SOUTH,25802,Narracan (Eastern Victoria),1,Good,Good,0
VIC788,DROUIN WEST,25802,Narracan (Eastern Victoria),1,Good,Good,0
VIC789,DRUMANURE,27504,Shepparton (Northern Victoria),1,Good,Good,0
VIC79,ASPENDALE GARDENS,25205,Mordialloc (South-Eastern Metropolitan),1,Acceptable,Good,0
VIC790,DRUMBORG,27708,South-West Coast (Western Victoria),1,Good,Good,0
VIC791,DRUMCONDRA,24308,Lara (Western Victoria),1,Good,Good,0
VIC792,DRUMMARTIN,20704,Bendigo East (Northern Victoria),1,Good,Good,0
VIC793,DRUMMOND,24504,Macedon (Northern Victoria),1,Good,Good,0
VIC794,DRUMMOND NORTH,24504,Macedon (Northern Victoria),1,Good,Good,0
VIC795,DRUNG,24408,Lowan (Western Victoria),1,Good,Good,0
VIC796,DRY DIGGINGS,24504,Macedon (Northern Victoria),1,Good,Good,0
VIC797,DRYSDALE,20508,Bellarine (Western Victoria),1,Good,Good,0
VIC798,DUCHEMBEGARRA,24408,Lowan (Western Victoria),1,Good,Good,0
VIC799,DUMBALK,23602,Gippsland South (Eastern Victoria),1,Good,Good,0
VIC8,ADDINGTON,27208,Ripon (Western Victoria),1,Good,Good,0
VIC80,ATHLONE,25802,Narracan (Eastern Victoria),1,Good,Good,0
VIC800,DUMBALK NORTH,23602,Gippsland South (Eastern Victoria),1,Good,Good,0
VIC801,DUMOSA,24904,Mildura (Northern Victoria),1,Good,Good,0
VIC802,DUNACH,27208,Ripon (Western Victoria),1,Good,Good,0
VIC803,DUNDONNELL,26708,Polwarth (Western Victoria),1,Good,Good,0
VIC804,DUNKELD,24408,Lowan (Western Victoria),1,Good,Good,0
VIC805,DUNLUCE,27208,Ripon (Western Victoria),1,Good,Good,0
VIC806,DUNNEWORTHY,27208,Ripon (Western Victoria),1,Good,Good,0
VIC807,DUNNSTOWN,21608,Buninyong (Western Victoria),1,Good,Good,0
VIC808,DUNOLLY,27208,Ripon (Western Victoria),1,Good,Good,0
VIC809,DUNROBIN,24408,Lowan (Western Victoria),1,Good,Good,0
VIC81,ATTWOOD,28803,Yuroke (Northern Metropolitan),1,Good,Good,0
VIC810,DURDIDWARRAH,21608,Buninyong (Western Victoria),1,Good,Good,0
VIC811,DURHAM LEAD,21608,Buninyong (Western Victoria),1,Good,Good,0
VIC812,DURHAM OX,25704,Murray Plains (Northern Victoria),1,Good,Good,0
VIC813,DUTSON,23602,Gippsland South (Eastern Victoria),1,Good,Good,0
VIC814,DUTSON DOWNS,23602,Gippsland South (Eastern Victoria),1,Good,Good,0
VIC815,DUTTON WAY,27708,South-West Coast (Western Victoria),1,Good,Good,0
VIC816,DUVERNEY,26708,Polwarth (Western Victoria),1,Good,Good,0
VIC817,EAGLE POINT,23502,Gippsland East (Eastern Victoria),1,Good,Good,0
VIC818,EAGLEHAWK,20704,Bendigo East (Northern Victoria),0.8692236,Good,Good,0
VIC818,EAGLEHAWK,20804,Bendigo West (Northern Victoria),0.1307764,Good,Good,0
VIC819,EAGLEHAWK NORTH,20704,Bendigo East (Northern Victoria),1,Good,Good,0
VIC82,AUBREY,24408,Lowan (Western Victoria),1,Good,Good,0
VIC820,EAGLEMONT,23901,Ivanhoe (Eastern Metropolitan),1,Good,Good,0
VIC821,EARLSTON,22704,Euroa (Northern Victoria),1,Good,Good,0
VIC822,EAST BAIRNSDALE,23502,Gippsland East (Eastern Victoria),1,Good,Good,0
VIC823,EAST BENDIGO,20704,Bendigo East (Northern Victoria),0.98334,Good,Good,0
VIC823,EAST BENDIGO,20804,Bendigo West (Northern Victoria),0.01666,Good,Good,0
VIC824,EAST GEELONG,23308,Geelong (Western Victoria),1,Good,Good,0
VIC825,EAST MELBOURNE,24703,Melbourne (Northern Metropolitan),1,Good,Good,0
VIC826,EAST SALE,23602,Gippsland South (Eastern Victoria),1,Good,Good,0
VIC827,EAST WANGARATTA,26504,Ovens Valley (Northern Victoria),1,Good,Good,0
VIC828,EAST WARBURTON,22404,Eildon (Northern Victoria),1,Good,Good,0
VIC829,EASTERN VIEW,26708,Polwarth (Western Victoria),1,Good,Good,0
VIC83,AUCHMORE,20704,Bendigo East (Northern Victoria),1,Good,Good,0
VIC830,EASTVILLE,20804,Bendigo West (Northern Victoria),1,Good,Good,0
VIC831,EBDEN,20604,Benambra (Northern Victoria),1,Good,Good,0
VIC832,ECHUCA,25704,Murray Plains (Northern Victoria),1,Good,Good,0
VIC833,ECHUCA VILLAGE,25704,Murray Plains (Northern Victoria),1,Good,Good,0
VIC834,ECHUCA WEST,25704,Murray Plains (Northern Victoria),1,Good,Good,0
VIC835,ECKLIN SOUTH,26708,Polwarth (Western Victoria),1,Good,Good,0
VIC836,EDDINGTON,27208,Ripon (Western Victoria),1,Good,Good,0
VIC837,EDEN PARK,28704,Yan Yean (Northern Victoria),1,Good,Good,0
VIC838,EDENHOPE,24408,Lowan (Western Victoria),1,Good,Good,0
VIC839,EDGECOMBE,24504,Macedon (Northern Victoria),1,Good,Good,0
VIC84,AVALON,24308,Lara (Western Victoria),1,Good,Good,0
VIC840,EDI,26504,Ovens Valley (Northern Victoria),1,Good,Good,0
VIC841,EDI UPPER,26504,Ovens Valley (Northern Victoria),1,Good,Good,0
VIC842,EDITHVALE,25205,Mordialloc (South-Eastern Metropolitan),1,Acceptable,Good,0
VIC843,EGANSTOWN,24504,Macedon (Northern Victoria),1,Good,Good,0
VIC844,EILDON,22404,Eildon (Northern Victoria),1,Good,Good,0
VIC845,ELAINE,21608,Buninyong (Western Victoria),1,Good,Good,0
VIC846,ELDORADO,26504,Ovens Valley (Northern Victoria),1,Good,Good,0
VIC847,ELEVATED PLAINS,24504,Macedon (Northern Victoria),1,Good,Good,0
VIC848,ELINGAMITE,26708,Polwarth (Western Victoria),1,Good,Good,0
VIC849,ELINGAMITE NORTH,26708,Polwarth (Western Victoria),1,Good,Good,0
VIC85,AVENEL,22704,Euroa (Northern Victoria),1,Good,Good,0
VIC850,ELLASWOOD,23502,Gippsland East (Eastern Victoria),1,Good,Good,0
VIC851,ELLERSLIE,26708,Polwarth (Western Victoria),1,Good,Good,0
VIC852,ELLIMINYT,26708,Polwarth (Western Victoria),1,Good,Good,0
VIC853,ELLINBANK,25802,Narracan (Eastern Victoria),1,Good,Good,0
VIC854,ELMHURST,27208,Ripon (Western Victoria),1,Good,Good,0
VIC855,ELMORE,20704,Bendigo East (Northern Victoria),1,Good,Good,0
VIC856,ELPHINSTONE,24504,Macedon (Northern Victoria),1,Good,Good,0
VIC857,ELSTERNWICK,21906,Caulfield (Southern Metropolitan),1,Good,Good,0
VIC858,ELTHAM,22501,Eltham (Eastern Metropolitan),1,Acceptable,Good,0
VIC859,ELTHAM NORTH,22501,Eltham (Eastern Metropolitan),1,Acceptable,Good,0
VIC86,AVOCA,27208,Ripon (Western Victoria),1,Good,Good,0
VIC860,ELWOOD,20106,Albert Park (Southern Metropolitan),0.0216206,Good,Good,0
VIC860,ELWOOD,21106,Brighton (Southern Metropolitan),0.9783794,Good,Good,0
VIC861,EMERALD,23402,Gembrook (Eastern Victoria),0.9414578,Poor,Good,0
VIC861,EMERALD,25102,Monbulk (Eastern Victoria),0.0585422,Acceptable,Good,0
VIC862,EMU,27208,Ripon (Western Victoria),1,Good,Good,0
VIC863,EMU CREEK,20704,Bendigo East (Northern Victoria),1,Good,Good,0
VIC864,ENDEAVOUR HILLS,22305,Dandenong (South-Eastern Metropolitan),0.3533235,Acceptable,Good,0
VIC864,ENDEAVOUR HILLS,25905,Narre Warren North (South-Eastern Metropolitan),0.6466765,Acceptable,Good,0
VIC865,ENFIELD,21608,Buninyong (Western Victoria),1,Good,Good,0
VIC866,ENGLEFIELD,24408,Lowan (Western Victoria),1,Good,Good,0
VIC867,ENSAY,23502,Gippsland East (Eastern Victoria),1,Good,Good,0
VIC868,ENSAY NORTH,23502,Gippsland East (Eastern Victoria),1,Good,Good,0
VIC869,EPPALOCK,20704,Bendigo East (Northern Victoria),1,Good,Good,0
VIC87,AVON PLAINS,27208,Ripon (Western Victoria),1,Good,Good,0
VIC870,EPPING,25003,Mill Park (Northern Metropolitan),0.558462,Acceptable,Good,0
VIC870,EPPING,28203,Thomastown (Northern Metropolitan),0.441538,Acceptable,Good,0
VIC871,EPSOM,20704,Bendigo East (Northern Victoria),1,Good,Good,0
VIC872,ERCILDOUNE,27208,Ripon (Western Victoria),1,Good,Good,0
VIC873,ERICA,25802,Narracan (Eastern Victoria),1,Good,Good,0
VIC874,ERRINUNDRA,23502,Gippsland East (Eastern Victoria),1,Good,Good,0
VIC875,ESKDALE,20604,Benambra (Northern Victoria),1,Good,Good,0
VIC876,ESMOND,26504,Ovens Valley (Northern Victoria),1,Good,Good,0
VIC877,ESSENDON,22607,Essendon (Western Metropolitan),0.7695034,Good,Good,0
VIC877,ESSENDON,26207,Niddrie (Western Metropolitan),0.2304966,Good,Good,0
VIC878,ESSENDON NORTH,22607,Essendon (Western Metropolitan),1,Good,Good,0
VIC879,ESSENDON WEST,26207,Niddrie (Western Metropolitan),1,Good,Good,0
VIC88,AVONDALE HEIGHTS,26207,Niddrie (Western Metropolitan),1,Good,Good,0
VIC880,EUMEMMERRING,22305,Dandenong (South-Eastern Metropolitan),1,Acceptable,Good,0
VIC881,EURACK,26708,Polwarth (Western Victoria),1,Good,Good,0
VIC882,EUREKA,21608,Buninyong (Western Victoria),1,Good,Good,0
VIC883,EUROA,22704,Euroa (Northern Victoria),1,Good,Good,0
VIC884,EUROBIN,26504,Ovens Valley (Northern Victoria),1,Good,Good,0
VIC885,EVANSFORD,27208,Ripon (Western Victoria),1,Good,Good,0
VIC886,EVERSLEY,27208,Ripon (Western Victoria),1,Good,Good,0
VIC887,EVERTON,26504,Ovens Valley (Northern Victoria),1,Good,Good,0
VIC888,EVERTON UPPER,26504,Ovens Valley (Northern Victoria),1,Good,Good,0
VIC889,EXFORD,24808,Melton (Western Victoria),1,Good,Good,0
VIC89,AVONMORE,20704,Bendigo East (Northern Victoria),1,Good,Good,0
VIC890,EYNESBURY,24808,Melton (Western Victoria),1,Good,Good,0
VIC890,EYNESBURY,28507,Werribee (Western Metropolitan),0,Good,Good,1
VIC891,FAIRBANK,23602,Gippsland South (Eastern Victoria),1,Good,Good,0
VIC892,FAIRFIELD,26303,Northcote (Northern Metropolitan),1,Acceptable,Good,0
VIC893,FAIRHAVEN,26708,Polwarth (Western Victoria),1,Good,Good,0
VIC894,FAIRLEY,25704,Murray Plains (Northern Victoria),1,Good,Good,0
VIC897,FALLS CREEK,26504,Ovens Valley (Northern Victoria),1,Good,Good,0
VIC898,FARADAY,20804,Bendigo West (Northern Victoria),1,Good,Good,0
VIC899,FAWCETT,22404,Eildon (Northern Victoria),1,Good,Good,0
VIC9,ADELAIDE LEAD,27208,Ripon (Western Victoria),1,Good,Good,0
VIC90,AVONSLEIGH,23402,Gembrook (Eastern Victoria),1,Poor,Good,0
VIC900,FAWKNER,21203,Broadmeadows (Northern Metropolitan),1,Acceptable,Good,0
VIC901,FENTONS CREEK,27208,Ripon (Western Victoria),1,Good,Good,0
VIC902,FERGUSON,26708,Polwarth (Western Victoria),1,Good,Good,0
VIC903,FERN HILL,24504,Macedon (Northern Victoria),1,Good,Good,0
VIC904,FERNBANK,23502,Gippsland East (Eastern Victoria),1,Good,Good,0
VIC905,FERNDALE,25802,Narracan (Eastern Victoria),1,Good,Good,0
VIC906,FERNIHURST,25704,Murray Plains (Northern Victoria),1,Good,Good,0
VIC907,FERNSHAW,22404,Eildon (Northern Victoria),1,Good,Good,0
VIC908,FERNTREE GULLY,20401,Bayswater (Eastern Metropolitan),0.0002883,Good,Good,1
VIC908,FERNTREE GULLY,22901,Ferntree Gully (Eastern Metropolitan),0.8107707,Acceptable,Good,0
VIC908,FERNTREE GULLY,27305,Rowville (South-Eastern Metropolitan),0.188941,Acceptable,Good,0
VIC91,AXE CREEK,20704,Bendigo East (Northern Victoria),1,Good,Good,0
VIC910,FERNY CREEK,25102,Monbulk (Eastern Victoria),1,Acceptable,Good,0
VIC911,FIERY FLAT,27208,Ripon (Western Victoria),1,Good,Good,0
VIC912,FINGAL,26102,Nepean (Eastern Victoria),1,Good,Good,0
VIC913,FISH CREEK,23602,Gippsland South (Eastern Victoria),1,Good,Good,0
VIC914,FISH POINT,25704,Murray Plains (Northern Victoria),1,Good,Good,0
VIC915,FISKVILLE,21608,Buninyong (Western Victoria),1,Good,Good,0
VIC916,FITZROY,27003,Richmond (Northern Metropolitan),1,Good,Good,0
VIC917,FITZROY NORTH,21303,Brunswick (Northern Metropolitan),0.3115596,Acceptable,Good,0
VIC917,FITZROY NORTH,27003,Richmond (Northern Metropolitan),0.6884404,Good,Good,0
VIC918,FLAGGY CREEK,23502,Gippsland East (Eastern Victoria),1,Good,Good,0
VIC919,FLAGSTAFF,27208,Ripon (Western Victoria),1,Good,Good,0
VIC92,AXEDALE,20704,Bendigo East (Northern Victoria),1,Good,Good,0
VIC920,FLAMINGO BEACH,23602,Gippsland South (Eastern Victoria),1,Good,Good,0
VIC921,FLEMINGTON,22607,Essendon (Western Metropolitan),0.9889811,Good,Good,0
VIC921,FLEMINGTON,24703,Melbourne (Northern Metropolitan),0.0110189,Good,Good,0
VIC922,FLINDERS,26102,Nepean (Eastern Victoria),1,Good,Good,0
VIC923,FLORA HILL,20704,Bendigo East (Northern Victoria),1,Good,Good,0
VIC924,FLOWERDALE,22404,Eildon (Northern Victoria),1,Good,Good,0
VIC925,FLYNN,23602,Gippsland South (Eastern Victoria),0.2960894,Good,Good,0
VIC925,FLYNN,25402,Morwell (Eastern Victoria),0.7039106,Good,Good,0
VIC926,FLYNNS CREEK,25402,Morwell (Eastern Victoria),1,Good,Good,0
VIC927,FOOTSCRAY,23007,Footscray (Western Metropolitan),1,Good,Good,0
VIC928,FORBES,22704,Euroa (Northern Victoria),1,Good,Good,0
VIC929,FOREST HILL,21001,Box Hill (Eastern Metropolitan),0.1288377,Acceptable,Good,0
VIC929,FOREST HILL,23101,Forest Hill (Eastern Metropolitan),0.8711623,Acceptable,Good,0
VIC93,AYRFORD,26708,Polwarth (Western Victoria),1,Good,Good,0
VIC930,FORGE CREEK,23502,Gippsland East (Eastern Victoria),1,Good,Good,0
VIC931,FORREST,26708,Polwarth (Western Victoria),1,Good,Good,0
VIC932,FOSTER,23602,Gippsland South (Eastern Victoria),1,Good,Good,0
VIC933,FOSTER NORTH,23602,Gippsland South (Eastern Victoria),1,Good,Good,0
VIC934,FOSTERVILLE,20704,Bendigo East (Northern Victoria),1,Good,Good,0
VIC935,FOXHOW,26708,Polwarth (Western Victoria),1,Good,Good,0
VIC936,FRAMLINGHAM,27708,South-West Coast (Western Victoria),1,Good,Good,0
VIC937,FRAMLINGHAM EAST,26708,Polwarth (Western Victoria),1,Good,Good,0
VIC938,FRANKLINFORD,24504,Macedon (Northern Victoria),1,Good,Good,0
VIC939,FRANKSTON,21805,Carrum (South-Eastern Metropolitan),0,Good,Good,1
VIC939,FRANKSTON,23205,Frankston (South-Eastern Metropolitan),1,Good,Good,0
VIC94,BACCHUS MARSH,21608,Buninyong (Western Victoria),0,Good,Good,1
VIC94,BACCHUS MARSH,24808,Melton (Western Victoria),1,Good,Good,0
VIC940,FRANKSTON NORTH,23205,Frankston (South-Eastern Metropolitan),1,Good,Good,0
VIC941,FRANKSTON SOUTH,23205,Frankston (South-Eastern Metropolitan),1,Good,Good,0
VIC942,FREEBURGH,26504,Ovens Valley (Northern Victoria),1,Good,Good,0
VIC943,FRENCH ISLAND,23702,Hastings (Eastern Victoria),1,Good,Good,0
VIC944,FRENCHMANS,27208,Ripon (Western Victoria),1,Good,Good,0
VIC945,FRESHWATER CREEK,27608,South Barwon (Western Victoria),1,Good,Good,0
VIC946,FRYERSTOWN,24504,Macedon (Northern Victoria),1,Good,Good,0
VIC947,FULHAM,23602,Gippsland South (Eastern Victoria),1,Good,Good,0
VIC948,FUMINA,25802,Narracan (Eastern Victoria),1,Good,Good,0
VIC949,FUMINA SOUTH,25802,Narracan (Eastern Victoria),1,Good,Good,0
VIC95,BADDAGINNIE,22704,Euroa (Northern Victoria),1,Good,Good,0
VIC950,FYANS CREEK,24408,Lowan (Western Victoria),1,Good,Good,0
VIC951,FYANSFORD,26708,Polwarth (Western Victoria),1,Good,Good,0
VIC952,GAINSBOROUGH,25802,Narracan (Eastern Victoria),1,Good,Good,0
VIC953,GANNAWARRA,25704,Murray Plains (Northern Victoria),1,Good,Good,0
VIC954,GAPSTED,26504,Ovens Valley (Northern Victoria),1,Good,Good,0
VIC955,GARDENVALE,21906,Caulfield (Southern Metropolitan),1,Good,Good,0
VIC956,GARFIELD,25802,Narracan (Eastern Victoria),1,Good,Good,0
VIC957,GARFIELD NORTH,25802,Narracan (Eastern Victoria),1,Good,Good,0
VIC958,GARIBALDI,21608,Buninyong (Western Victoria),1,Good,Good,0
VIC959,GARVOC,26708,Polwarth (Western Victoria),1,Good,Good,0
VIC96,BADGER CREEK,22404,Eildon (Northern Victoria),1,Good,Good,0
VIC960,GATEWAY ISLAND,20604,Benambra (Northern Victoria),1,Good,Good,0
VIC961,GATUM,24408,Lowan (Western Victoria),1,Good,Good,0
VIC962,GAZETTE,24408,Lowan (Western Victoria),1,Good,Good,0
VIC963,GEELONG,23308,Geelong (Western Victoria),1,Good,Good,0
VIC964,GEELONG WEST,23308,Geelong (Western Victoria),1,Good,Good,0
VIC965,GELANTIPY,23502,Gippsland East (Eastern Victoria),1,Good,Good,0
VIC966,GELLIBRAND,26708,Polwarth (Western Victoria),1,Good,Good,0
VIC967,GELLIBRAND LOWER,26708,Polwarth (Western Victoria),1,Good,Good,0
VIC968,GELLIONDALE,23602,Gippsland South (Eastern Victoria),1,Good,Good,0
VIC969,GEMBROOK,23402,Gembrook (Eastern Victoria),1,Poor,Good,0
VIC97,BAEL BAEL,25704,Murray Plains (Northern Victoria),1,Good,Good,0
VIC970,GENOA,23502,Gippsland East (Eastern Victoria),1,Good,Good,0
VIC971,GENTLE ANNIE,25802,Narracan (Eastern Victoria),1,Good,Good,0
VIC972,GEORGES CREEK,20604,Benambra (Northern Victoria),1,Good,Good,0
VIC973,GERAHMIN,24904,Mildura (Northern Victoria),1,Good,Good,0
VIC974,GERANG GERUNG,24408,Lowan (Western Victoria),1,Good,Good,0
VIC975,GERANGAMETE,26708,Polwarth (Western Victoria),1,Good,Good,0
VIC976,GERMANIA,27208,Ripon (Western Victoria),1,Good,Good,0
VIC977,GERMANTOWN,26504,Ovens Valley (Northern Victoria),1,Good,Good,0
VIC978,GERRIGERRUP,27708,South-West Coast (Western Victoria),1,Good,Good,0
VIC979,GHERANG,26708,Polwarth (Western Victoria),1,Good,Good,0
VIC98,BAGSHOT,20704,Bendigo East (Northern Victoria),1,Good,Good,0
VIC980,GHERINGHAP,26708,Polwarth (Western Victoria),1,Good,Good,0
VIC981,GHIN GHIN,22404,Eildon (Northern Victoria),1,Good,Good,0
VIC982,GIFFARD,23602,Gippsland South (Eastern Victoria),1,Good,Good,0
VIC983,GIFFARD WEST,23602,Gippsland South (Eastern Victoria),1,Good,Good,0
VIC984,GIL GIL,27208,Ripon (Western Victoria),1,Good,Good,0
VIC985,GILDEROY,22404,Eildon (Northern Victoria),1,Good,Good,0
VIC986,GILLIESTON,27504,Shepparton (Northern Victoria),1,Good,Good,0
VIC987,GILLUM,23502,Gippsland East (Eastern Victoria),1,Good,Good,0
VIC988,GIPSY POINT,23502,Gippsland East (Eastern Victoria),1,Good,Good,0
VIC989,GIRGARRE,22704,Euroa (Northern Victoria),1,Good,Good,0
VIC99,BAGSHOT NORTH,20704,Bendigo East (Northern Victoria),1,Good,Good,0
VIC990,GIRGARRE EAST,22704,Euroa (Northern Victoria),1,Good,Good,0
VIC991,GISBORNE,24504,Macedon (Northern Victoria),1,Good,Good,0
VIC992,GISBORNE SOUTH,24504,Macedon (Northern Victoria),1,Good,Good,0
VIC993,GLADFIELD,25704,Murray Plains (Northern Victoria),1,Good,Good,0
VIC994,GLADSTONE PARK,27907,Sunbury (Western Metropolitan),1,Good,Good,0
VIC995,GLADYSDALE,22404,Eildon (Northern Victoria),1,Good,Good,0
VIC996,GLEN ALVIE,20302,Bass (Eastern Victoria),1,Acceptable,Good,0
VIC997,GLEN CREEK,20604,Benambra (Northern Victoria),1,Good,Good,0
VIC999,GLEN FORBES,20302,Bass (Eastern Victoria),1,Acceptable,Good,0
WA1702,MARDIE,54403,Pilbara (Mining and Pastoral),1,Good,Good,0
WA1703,KIMBOLTON,53003,Kimberley (Mining and Pastoral),1,Good,Good,0
WA1704,BARROW ISLAND,54203,North West Central (Mining and Pastoral),1,Good,Good,0
WA1705,WEST PERTH,54304,Perth (North Metropolitan),1,Good,Good,0
WA1706,KINGS PARK,54304,Perth (North Metropolitan),1,Good,Good,0
WA1707,EMU POINT,50106,Albany (South West),1,Good,Good,0
WA1708,PLUMRIDGE LAKES,52903,Kalgoorlie (Mining and Pastoral),1,Good,Good,0
WA1709,GIBSON DESERT NORTH,54403,Pilbara (Mining and Pastoral),1,Good,Good,0
WA1710,SANDSTONE,54203,North West Central (Mining and Pastoral),1,Good,Good,0
WA1711,BURAMINYA,54701,Roe (Agricultural),1,Good,Good,0
WA1712,FRASER RANGE,52903,Kalgoorlie (Mining and Pastoral),1,Good,Good,0
WA1713,LAKE WELLS,54203,North West Central (Mining and Pastoral),1,Good,Good,0
